Email_ID,Date,Time,Month,Year,Day_of_Week,Fraud_Category,Sub_Technique,Risk_Level,Target_Victim,Sender_Email,Subject,Message,Amount_Bait,Label
FRAUD_04508,2023-02-14,12:36:17,February,2023,Tuesday,Investment Scam,Advance Fee,High,Investors,invest@crypto-double-returns.com,Risk-free investment: 40% annual return,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 270,000",Fraud/Spam
FRAUD_03588,2023-02-14,22:08:28,February,2023,Tuesday,Bank Fraud,Card Blocking Threat,High,Rural Customers,security@axis-bank-update.net,Axis Bank: Your net banking is suspended,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2023-02-14. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 160,000",Fraud/Spam
FRAUD_03287,2023-02-14,18:12:27,February,2023,Tuesday,Bank Fraud,Fake Transaction Alert,High,Rural Customers,support@icici-fraud-alert.com,RBI Directive: Update KYC within 24 hours,"HDFC BANK ALERT: Your Debit Card ending XXXX has been temporarily blocked on 2023-02-14 due to suspicious activity. An attempted transaction of Rs. 89,500 was detected from an unknown location. If this was not you, please immediately call our fraud helpline or verify your card details at: http://hdfc-card-verify.net. Enter your card number, expiry date, CVV and OTP to unblock your card and reverse the transaction.","Rs. 220,000",Fraud/Spam
FRAUD_01821,2023-02-14,06:26:27,February,2023,Tuesday,Lottery Fraud,Brand Impersonation,High,General Public,notify@microsoft-lottery-winner.net,"Congratulations! You have won $1,000,000","OFFICIAL NOTIFICATION: We are pleased to inform you that your email address has won £500,000 in the UK National Lottery Online Promotional Draw conducted on 2023-02-14. Ticket Number: UKL-2025-4892. Batch Number: 14/25/0302. To begin your claim process, please contact the claims department at claims@uk-national-lottery.biz. You are required to pay a release fee of £200 to process your winnings. This offer expires in 7 days.","$1,000,000",Fraud/Spam
FRAUD_03093,2023-02-15,23:07:10,February,2023,Wednesday,Bank Fraud,Fake Transaction Alert,High,Bank Account Holders,support@icici-fraud-alert.com,ICICI Bank: Large transaction alert on your account,"Dear ICICI Bank Customer, A transaction of Rs. 1,24,000 has been initiated from your account (XXXX7823) on 2023-02-15 to an unknown beneficiary. If you did not authorize this transaction, please block it immediately by calling us at our fake helpline or visiting: http://icici-transaction-block.net. Enter your account number, ATM PIN and OTP to block this transaction. Act within 30 minutes before funds are transferred.","Rs. 120,000",Fraud/Spam
FRAUD_03725,2023-02-15,08:22:30,February,2023,Wednesday,Bank Fraud,RBI Impersonation,Critical,Bank Account Holders,alerts@kotak-verify.biz,SBI Alert: Suspicious transaction detected,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2023-02-15. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 170,000",Fraud/Spam
FRAUD_04486,2023-02-15,11:34:10,February,2023,Wednesday,Investment Scam,Advance Fee,High,Investors,trade@real-estate-quick.net,Earn 50% monthly returns on crypto,"BITCOIN INVESTMENT PLAN: Invest your idle money in Bitcoin through our managed fund and earn 3X returns in just 60 days. How it works: You invest Rs. 50,000. Our expert traders handle everything. After 60 days, you receive Rs. 1,50,000. Withdrawal anytime. No lock-in period. We have paid over Rs. 50 crore to our investors since 2022. Proof of payments available. Join 10,000+ happy investors. Transfer now to start: invest@bitcoin-guaranteed.net","Rs. 320,000",Fraud/Spam
FRAUD_03323,2023-02-15,18:08:30,February,2023,Wednesday,Bank Fraud,Card Blocking Threat,High,Bank Account Holders,alerts@sbi-kyc-update.net,ICICI Bank: Large transaction alert on your account,"URGENT NOTICE FROM RBI: The Reserve Bank of India has issued a directive for all bank account holders to complete Video KYC by 2023-02-15. Non-compliance will result in immediate account freeze and restriction of all banking services. To complete your Video KYC, provide your Aadhaar, PAN and bank account details at: http://rbi-videokyc-portal.net. This is mandatory for all account holders as per RBI Circular No. RBI/2025/KYC/112.","Rs. 120,000",Fraud/Spam
FRAUD_01245,2023-02-16,02:03:10,February,2023,Thursday,Lottery Fraud,Prize Notification,High,Working Professionals,prize@rbi-lottery-scheme.com,"Claim your prize of £500,000 now","MICROSOFT CORPORATION LOTTERY NOTIFICATION: Microsoft is awarding $500,000 to 20 lucky email users worldwide as part of its annual promotional lottery on 2023-02-16. Your email was among those selected. Ref: MSL-2025-0934. To claim your prize, contact: notify@microsoft-lottery-winner.net with your personal details and bank information. A legal processing fee of $75 is required. Congratulations from the Microsoft Team!","$50,000",Fraud/Spam
FRAUD_04335,2023-02-16,01:56:37,February,2023,Thursday,Investment Scam,Ponzi Scheme,High,Middle Class,trade@real-estate-quick.net,Gold investment scheme: 35% returns annually,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 350,000",Fraud/Spam
FRAUD_04477,2023-02-16,20:54:42,February,2023,Thursday,Investment Scam,Ponzi Scheme,High,Investors,profit@stock-tips-guaranteed.net,Risk-free investment: 40% annual return,"SEBI REGISTERED INVESTMENT ADVISORY: Our expert analysts have identified 5 multibagger stocks that will give 500% returns in the next 6 months. Our last 10 tips gave average returns of 180%. Join our premium WhatsApp group for Rs. 2,999/month and receive daily buy/sell calls with target prices. We guarantee minimum 40% monthly returns or full refund. Our track record since 2020: 94% accuracy. Limited seats available. Register at: profit@stock-tips-guaranteed.net","Rs. 180,000",Fraud/Spam
FRAUD_04753,2023-02-16,13:04:54,February,2023,Thursday,Investment Scam,Crypto Fraud,Critical,Investors,returns@gold-investment-2025.biz,Bitcoin investment: 3x returns in 60 days,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 340,000",Fraud/Spam
FRAUD_04267,2023-02-17,13:56:22,February,2023,Friday,Investment Scam,Ponzi Scheme,Critical,Young Professionals,invest@crypto-double-returns.com,Exclusive MLM opportunity: Earn Rs. 5 lakh/month,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 30,000",Fraud/Spam
FRAUD_00377,2023-02-17,22:34:13,February,2023,Friday,Phishing,Account Suspension Threat,Critical,Email Account,alert@icici-login.info,Security Alert: Verify your identity,"Dear Customer, We have detected suspicious login activity on your account from an unknown device. To protect your account, we have temporarily restricted access. Please verify your identity immediately by clicking the link below: http://hdfc-secure-verify.net/login. You must verify within 24 hours or your account will be permanently suspended. Enter your User ID, Password and OTP to restore access.","$300,000",Fraud/Spam
FRAUD_01894,2023-02-17,03:13:09,February,2023,Friday,Lottery Fraud,Urgency + Expiry,Medium,Senior Citizens,prize@rbi-lottery-scheme.com,"Congratulations! You have won $1,000,000","COCA-COLA COMPANY LUCKY DRAW: You have been selected as a winner in the Coca-Cola International Lucky Draw promotion. Prize: $100,000 + A brand new car. Reference: CCL-2025-WIN. To claim, email winner@coca-cola-promo.net with your full name, address, age, phone number and bank account details. A refundable processing fee of $120 is required. Claim within 72 hours to avoid forfeiture.","$200,000",Fraud/Spam
FRAUD_02542,2023-02-17,16:46:08,February,2023,Friday,Job Offer Scam,Advance Fee,High,Unemployed,hiring@google-remote-jobs.net,"Online typing jobs: Earn Rs. 30,000/month","PART-TIME ONLINE JOB: Earn Rs. 800 per hour doing simple data entry work from home. Work 3-4 hours daily and earn Rs. 70,000-80,000/month. No target, no pressure. Payment every Friday directly to bank. To get started, purchase our training package for Rs. 1,200. This is a one-time fee and includes lifetime access to our job portal. Contact: jobs@data-entry-work.net","Rs. 310,000",Fraud/Spam
FRAUD_03766,2023-02-18,23:23:05,February,2023,Saturday,Bank Fraud,KYC Fraud,Critical,Rural Customers,alerts@union-bank-kyc.org,HDFC: Your debit card is blocked,"Dear SBI Account Holder, As per RBI guidelines, all bank customers must complete their KYC update by 2023-02-18. Your account (XXXX4521) has been flagged for pending KYC verification. Failure to update KYC within 24 hours will result in your account being frozen. To update your KYC online, click here: http://sbi-kyc-update.net. You will need your Aadhaar number, PAN card, and account number. Our executive will call you to assist with the process.","Rs. 470,000",Fraud/Spam
FRAUD_01585,2023-02-18,09:37:56,February,2023,Saturday,Lottery Fraud,Prize Notification,High,General Public,claims@uk-national-lottery.biz,WhatsApp Lottery 2025: You are a winner!,"CONGRATULATIONS! Your email address was randomly selected as the GRAND PRIZE WINNER of the Euro Millions International Online Lottery held on 2023-02-18. You have won the sum of USD $1,000,000 (One Million United States Dollars). Your Reference Number is: EML-2025-WIN-88421. To claim your prize, contact our claims agent Mr. David Williams at: claims@euromillions-claim.com with your full name, address, phone number, occupation, and bank account details. A processing fee of $150 is required to release your winnings.","$200,000",Fraud/Spam
FRAUD_02165,2023-02-18,17:54:46,February,2023,Saturday,Job Offer Scam,Urgency Tactics,High,Students,careers@tcs-wfh-hiring.org,YouTube like and subscribe job: Rs. 2000/day,"AMAZON INDIA is urgently hiring Work-From-Home Order Processing Executives. Salary: Rs. 25,000 to Rs. 60,000/month. Eligibility: 10th Pass. Age: 18-45. Job Role: Process online orders, update records, pack and ship items from your home. Registration fee: Rs. 1,500 (fully refundable after 30 days). Offer valid till 2023-02-18. Apply immediately at jobs@amazon-home-workers.biz to secure your position.","Rs. 460,000",Fraud/Spam
FRAUD_03242,2023-02-18,03:01:37,February,2023,Saturday,Bank Fraud,KYC Fraud,Critical,Rural Customers,noreply@bob-account-alert.com,Axis Bank: Your net banking is suspended,"AXIS BANK SECURITY ALERT: We have detected multiple failed login attempts on your NetBanking account on 2023-02-18. As a security measure, your NetBanking access has been suspended. To restore access, please verify your account at: http://axisbank-netbanking-restore.com. You will need your Customer ID, Password, Debit Card number and OTP. If you do not restore access within 48 hours, your account will be permanently blocked.","Rs. 400,000",Fraud/Spam
FRAUD_04443,2023-02-19,08:36:40,February,2023,Sunday,Investment Scam,Guaranteed Returns,Critical,Middle Class,trade@real-estate-quick.net,Gold investment scheme: 35% returns annually,"EXCLUSIVE INVESTMENT OPPORTUNITY: Our Crypto Trading Algorithm has delivered consistent 50% monthly returns for the past 18 months. Invest as little as Rs. 10,000 and watch it grow to Rs. 15,000 in just 30 days — GUARANTEED. Our AI-powered trading bot operates 24/7 on major crypto exchanges. No trading experience required. Your capital is 100% safe. Minimum investment: Rs. 10,000. To start earning, transfer funds to our account and receive daily profit reports. Contact: invest@crypto-double-returns.com","Rs. 60,000",Fraud/Spam
